#Denominación,Programa,Económica,Fecha,NIF/CIF,Nombre Empresa,Descripción,Importe,Descuentos,j,k,l,m
,3321 .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"487,14","121.948,80",,,,
,3321 .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.517,55","121.948,80",,,,
,3321 .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"4.599,87","121.948,80",,,,
,3321 .23101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"111,60","121.948,80",,,,
,3321 .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"605,25","121.948,80",,,,
,3321 .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"927,93","121.948,80",,,,
,3321 .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"68,05","121.948,80",,,,
,3322 .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.146,25","121.948,80",,,,
,3322 .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"36,16","121.948,80",,,,
,3322 .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"972,64","121.948,80",,,,
,3322 .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.951,84","121.948,80",,,,
,3322 .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"727,23","121.948,80",,,,
,3322 .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.197,93","121.948,80",,,,
,3322 .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"80,82","121.948,80",,,,
,3322 .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"605,25","121.948,80",,,,
,3341 .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"605,25","121.948,80",,,,
,3341 .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"927,93","121.948,80",,,,
,3341 .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"90,40","121.948,80",,,,
,3341 .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"3.233,20","121.948,80",,,,
,3341 .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"4.888,75","121.948,80",,,,
,3341 .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"257,99","121.948,80",,,,
,3341 .11000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.164,29","121.948,80",,,,
,3342 .11000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.164,29","121.948,80",,,,
,3342 .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.679,46","121.948,80",,,,
,3342 .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"675,41","121.948,80",,,,
,3342 .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"108,68","121.948,80",,,,
,3342 .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"175,36","121.948,80",,,,
,3342 .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"605,25","121.948,80",,,,
,3342 .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"54,24","121.948,80",,,,
,3342 .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"308,07","121.948,80",,,,
,3342 .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"619,86","121.948,80",,,,
,3343 .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"564,88","121.948,80",,,,
,3343 .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"72,32","121.948,80",,,,
,3343 .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"287,52","121.948,80",,,,
,3343 .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"578,52","121.948,80",,,,
,340  .11000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.164,29","121.948,80",,,,
,340  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"867,53","121.948,80",,,,
,340  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"141,14","121.948,80",,,,
,340  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"840,31","121.948,80",,,,
,340  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.175,32","121.948,80",,,,
,340  .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.119,44","121.948,80",,,,
,340  .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"4.981,41","121.948,80",,,,
,340  .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"303,09","121.948,80",,,,
,340  .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"14.714,38","121.948,80",,,,
,340  .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"12.676,61","121.948,80",,,,
,340  .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"257,35","121.948,80",,,,
,340  .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"727,23","121.948,80",,,,
,912  .10000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"30.583,37","121.948,80",,,,
,912  .23100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.284,57","121.948,80",,,,
,9201 .12001  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.937,14","121.948,80",,,,
,9201 .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"727,23","121.948,80",,,,
,9201 .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.170,13","121.948,80",,,,
,9201 .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"639,24","121.948,80",,,,
,9201 .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.404,71","121.948,80",,,,
,9201 .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"3.922,73","121.948,80",,,,
,9201 .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"5.017,47","121.948,80",,,,
,9201 .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"9.272,32","121.948,80",,,,
,9201 .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.104,03","121.948,80",,,,
,9201 .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"4.002,18","121.948,80",,,,
,9201 .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"7.217,14","121.948,80",,,,
,9201 .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"95,27","121.948,80",,,,
,9202 .12000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"5.600,75","121.948,80",,,,
,9202 .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.181,69","121.948,80",,,,
,9202 .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"3.148,23","121.948,80",,,,
,9202 .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.969,34","121.948,80",,,,
,9202 .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"8.011,50","121.948,80",,,,
,9202 .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"16.139,42","121.948,80",,,,
,9202 .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.713,17","121.948,80",,,,
,9202 .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.335,51","121.948,80",,,,
,9202 .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"172,26","121.948,80",,,,
,9202 .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.267,13","121.948,80",,,,
,9202 .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.954,16","121.948,80",,,,
,9202 .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"195,01","121.948,80",,,,
,9202 .15101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"300,00","121.948,80",,,,
,9202 .23101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"174,93","121.948,80",,,,
,9202 .12001  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"968,57","121.948,80",,,,
,9203 .12001  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"968,57","121.948,80",,,,
,9203 .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"605,25","121.948,80",,,,
,9203 .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"212,80","121.948,80",,,,
,9203 .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.058,62","121.948,80",,,,
,9203 .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.000,72","121.948,80",,,,
,9203 .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"727,23","121.948,80",,,,
,9203 .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.334,72","121.948,80",,,,
,9203 .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"124,40","121.948,80",,,,
,9231 .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.210,50","121.948,80",,,,
,9231 .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"108,48","121.948,80",,,,
,9231 .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.014,88","121.948,80",,,,
,9231 .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.240,86","121.948,80",,,,
,9231 .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"727,23","121.948,80",,,,
,925  .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"727,23","121.948,80",,,,
,925  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.210,50","121.948,80",,,,
,925  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"269,04","121.948,80",,,,
,925  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.105,55","121.948,80",,,,
,925  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.038,91","121.948,80",,,,
,926  .11000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"3.213,73","121.948,80",,,,
,926  .12001  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"968,57","121.948,80",,,,
,926  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"605,25","121.948,80",,,,
,926  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"18,08","121.948,80",,,,
,926  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.013,26","121.948,80",,,,
,926  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.582,44","121.948,80",,,,
,926  .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"605,25","121.948,80",,,,
,926  .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.046,76","121.948,80",,,,
,926  .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"72,32","121.948,80",,,,
,931  .12000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.120,15","121.948,80",,,,
,931  .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.454,46","121.948,80",,,,
,931  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.421,00","121.948,80",,,,
,931  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"634,92","121.948,80",,,,
,931  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"3.008,20","121.948,80",,,,
,931  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"6.790,15","121.948,80",,,,
,932  .12000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.120,15","121.948,80",,,,
,932  .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.908,92","121.948,80",,,,
,932  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"6.246,59","121.948,80",,,,
,932  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.070,85","121.948,80",,,,
,932  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"5.485,58","121.948,80",,,,
,932  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"11.256,93","121.948,80",,,,
,934  .12000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.373,09","121.948,80",,,,
,934  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.815,75","121.948,80",,,,
,934  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"444,52","121.948,80",,,,
,934  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.191,58","121.948,80",,,,
,934  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"5.627,00","121.948,80",,,,
,221  .16000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINAS ABRIL 2017 PERSONAL CULAIFICACION PROFESIONAL PARA JOVENES DESEMPLEADOS LARGA DURACION SEGUN Dº 1107/2017,"269,75","227,35",,,,
,244  .14003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINAS ABRIL 2017 PERSONAL CULAIFICACION PROFESIONAL PARA JOVENES DESEMPLEADOS LARGA DURACION SEGUN Dº 1107/2017,"7.682,85","227,35",,,,
,231  .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINAS ABRIL 2017 SERVICIOS SOCIALES SEGUN Dº 1105/2017,"4.994,43","3.676,18",,,,
,231  .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINAS ABRIL 2017 SERVICIOS SOCIALES SEGUN Dº 1105/2017,"8.171,88","3.676,18",,,,
,231  .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINAS ABRIL 2017 SERVICIOS SOCIALES SEGUN Dº 1105/2017,"793,24","3.676,18",,,,
,245  .14003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 JUVENES DESEMPLEADOS LARGA DURACION (RDL 20/2016)SEGUN Dº 1106/2017,"2.139,50","186,48",,,,
,243  .14003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017  DESEMPLEADOS LARGA DURACION (RDL 38/2016)SEGUN Dº 1106/2017,"12.807,00","1.075,85",,,,
,3341 .13100  ,,05/05/2017,W00000081,VARIOS,ABONO NOMINA ABRIL MONITORES TIEMPO LIBRE ARROYOCOLONIAS SEGUN Dº 1188/2017,"1.221,28","187,96",,,,
,3341 .13102  ,,05/05/2017,W00000081,VARIOS,ABONO NOMINA ABRIL MONITORES TIEMPO LIBRE ARROYOCOLONIAS SEGUN Dº 1188/2017,"1.085,00","187,96",,,,
,241  .15100  ,,25/05/2017,W00000081,VARIOS,RC GRATIFICACIONES NÓMINA MAYO 2017 - APROBADO Dº 1579/2017,"231,25","0,00",,,,
,320  .15100  ,,25/05/2017,W00000081,VARIOS,RC GRATIFICACIONES NÓMINA MAYO 2017 - APROBADO Dº 1579/2017,"161,02","0,00",,,,
,330  .15100  ,,25/05/2017,W00000081,VARIOS,RC GRATIFICACIONES NÓMINA MAYO 2017 - APROBADO Dº 1579/2017,"1.210,86","0,00",,,,
,3341 .15100  ,,25/05/2017,W00000081,VARIOS,RC GRATIFICACIONES NÓMINA MAYO 2017 - APROBADO Dº 1579/2017,"290,00","0,00",,,,
,340  .15100  ,,25/05/2017,W00000081,VARIOS,RC GRATIFICACIONES NÓMINA MAYO 2017 - APROBADO Dº 1579/2017,"278,89","0,00",,,,
,9201 .15100  ,,25/05/2017,W00000081,VARIOS,RC GRATIFICACIONES NÓMINA MAYO 2017 - APROBADO Dº 1579/2017,"4.570,04","0,00",,,,
,9202 .15100  ,,25/05/2017,W00000081,VARIOS,RC GRATIFICACIONES NÓMINA MAYO 2017 - APROBADO Dº 1579/2017,"763,11","0,00",,,,
,130  .12003  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"1.454,46","124.434,73",,,,
,130  .12004  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"30.242,98","124.434,73",,,,
,130  .12006  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"3.879,55","124.434,73",,,,
,130  .12100  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"16.911,51","124.434,73",,,,
,130  .12101  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"91.670,13","124.434,73",,,,
,130  .13100  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"214,44","124.434,73",,,,
,130  .13102  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"261,45","124.434,73",,,,
,130  .13106  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"21,07","124.434,73",,,,
,135  .11000  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"2.164,29","124.434,73",,,,
,151  .12000  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"2.240,30","124.434,73",,,,
,151  .12001  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"3.874,28","124.434,73",,,,
,151  .12003  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"3.636,15","124.434,73",,,,
,151  .12004  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"2.985,88","124.434,73",,,,
,151  .12006  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"1.841,65","124.434,73",,,,
,151  .12100  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"7.880,18","124.434,73",,,,
,151  .12101  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"14.185,77","124.434,73",,,,
,151  .13000  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"553,96","124.434,73",,,,
,151  .13002  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"675,41","124.434,73",,,,
,151  .13006  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"54,44","124.434,73",,,,
,221  .16000  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"16.275,85","124.434,73",,,,
,221  .16108  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"6.800,00","124.434,73",,,,
,221  .16200  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"125,52","124.434,73",,,,
,221  .16204  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"600,00","124.434,73",,,,
,231  .12004  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"1.210,50","124.434,73",,,,
,231  .12006  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"54,24","124.434,73",,,,
,231  .12100  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"616,14","124.434,73",,,,
,231  .12101  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"1.239,72","124.434,73",,,,
,241  .11000  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"2.164,29","124.434,73",,,,
,241  .12004  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"605,25","124.434,73",,,,
,241  .12006  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"178,64","124.434,73",,,,
,241  .12100  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"1.148,80","124.434,73",,,,
,241  .12101  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"2.025,18","124.434,73",,,,
,241  .13100  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"5.811,42","124.434,73",,,,
,241  .13102  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"10.484,44","124.434,73",,,,
,241  .13106  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"70,24","124.434,73",,,,
,241  .12000  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"1.120,15","124.434,73",,,,
,241  .13000  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"1.107,92","124.434,73",,,,
,241  .13002  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"1.350,82","124.434,73",,,,
,241  .13006  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"108,88","124.434,73",,,,
,320  .12004  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"1.332,48","124.434,73",,,,
,320  .12006  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"72,32","124.434,73",,,,
,320  .12100  ,,25/05/2017,W00000081,VARIOS,ABONO NOMINA MAYO SEGUN Dº 1579/2017,"706,81","124.434,73",,,,
